AmbientConditions.AmbientHumidity.U.Actual,AmbientConditions.AmbientTemperature.U.Actual,Stage1.Output.Measurement0.U.Actual,Stage1.Output.Measurement1.U.Actual,Stage1.Output.Measurement2.U.Actual,Stage1.Output.Measurement3.U.Actual,Stage1.Output.Measurement4.U.Actual,Stage1.Output.Measurement5.U.Actual,Stage1.Output.Measurement6.U.Actual,Stage1.Output.Measurement7.U.Actual,Stage1.Output.Measurement8.U.Actual,Stage1.Output.Measurement9.U.Actual,Stage1.Output.Measurement10.U.Actual,Stage1.Output.Measurement11.U.Actual,Stage1.Output.Measurement12.U.Actual,Stage1.Output.Measurement13.U.Actual,Stage1.Output.Measurement14.U.Actual,Machine4.Temperature1.C.Actual,Machine4.Temperature2.C.Actual,Machine4.Pressure.C.Actual,Machine4.Temperature3.C.Actual,Machine4.Temperature4.C.Actual,Machine4.Temperature5.C.Actual,Machine4.ExitTemperature.U.Actual,Machine5.Temperature1.C.Actual,Machine5.Temperature2.C.Actual,Machine5.Temperature3.C.Actual,Machine5.Temperature4.C.Actual,Machine5.Temperature5.C.Actual,Machine5.Temperature6.C.Actual,Machine5.ExitTemperature.U.Actual
14.92,23.19,13.06,13.88,11.25,21.49,33.54,0,1.65,0,20.89,18.93,7.89,0,1.54,3.04,15.81,361,360,17,325,17,311,192,310,290,270,242.4,245,62.9,157.3
14.92,23.19,13.08,13.87,11.21,21.52,33.56,2.54,1.61,0,20.89,18.95,7.9,0,1.6,3.03,15.82,361,360,18,325,18,311,192,310,290,270,242.4,245,62.9,157.5
14.92,23.19,13.08,13.87,11.21,21.52,33.56,2.54,1.61,0,20.89,18.95,7.9,0,1.6,3.03,15.82,361,360,18,325,18,311,195,310,290,270,242.4,245,62.9,156.8
14.92,23.19,13.09,13.88,11.23,21.53,33.58,0,0,0,20.88,19.17,7.85,0,1.54,3.02,0,361,360,17,325,17,311,191,310,290,270,242.4,245,62.9,157.1
14.92,23.19,13.09,13.88,11.23,21.53,33.58,0,0,0,20.88,19.17,7.85,0,1.54,3.02,0,361,360,17,325,17,311,192,310,290,270,242.4,245,62.9,157.3
14.92,23.19,13.09,13.88,11.23,21.53,33.58,0,0,0,20.88,19.17,7.85,0,1.54,3.02,0,361,360,17,325,17,311,192,310,290,270,242.4,245,62.9,157.2
14.92,23.19,13.07,13.82,11.16,21.51,33.58,0,0,0,20.88,19.02,7.88,0,1.54,3.03,0,361,360,17,325,17,311,192,310,290,270,242.4,245,62.9,156.6
14.92,23.19,13.07,13.82,11.16,21.51,33.58,0,0,0,20.88,19.02,7.88,0,1.54,3.03,0,361,360,17,325,17,311,192,310,290,270,242.4,245,62.9,156.4
14.92,23.19,13.06,13.89,11.22,21.51,33.52,0,0,0,20.88,18.93,7.85,0,1.55,3.01,0,361,360,18,325,18,311,192,310,290,270,242.4,245,62.9,156.8
14.92,23.19,13.06,13.89,11.22,21.51,33.52,0,0,0,20.88,18.93,7.85,0,1.55,3.01,0,361,360,17,325,17,312,192,310,290,270,242.4,245,62.9,156.7
14.92,23.19,13.06,13.89,11.22,21.51,33.52,0,0,0,20.88,18.93,7.85,0,1.55,3.01,0,361,360,18,325,18,312,192,310.1,290,270,242.4,245,62.9,156
14.92,23.19,13.07,13.92,11.3,21.54,33.51,0,1.58,0,20.89,18.96,7.83,0,1.54,3.05,15.87,361,360,17,325,17,312,192,310.1,290,270,242.4,245,62.9,156.8
14.92,23.19,13.07,13.92,11.3,21.54,33.51,0,1.58,0,20.89,18.96,7.83,0,1.54,3.05,15.87,361,360,17,324,17,312,192,310.1,290,270,242.4,245,62.9,157.3
14.92,23.19,13.05,13.89,11.21,21.49,33.53,0,2.01,0,20.85,19.1,7.84,0,1.56,3.03,15.63,361,360,17,325,17,312,192,310.1,290,270,242.4,245,62.9,157.3
14.92,23.19,13.05,13.89,11.21,21.49,33.53,0,2.01,0,20.85,19.1,7.84,0,1.56,3.03,15.63,361,360,18,325,18,312,193,310,290,270,242.4,245,62.9,156.3
14.92,23.19,13.07,13.89,11.22,21.55,33.55,0,0,0,20.85,19.02,7.82,0,1.57,3.04,0,361,360,17,325,17,312,192,310,290,270,242.4,245,62.9,156.6
14.92,23.19,13.07,13.89,11.22,21.55,33.55,0,0,0,20.85,19.02,7.82,0,1.57,3.04,0,361,360,17,325,17,312,191,310,290,270,242.4,245,62.9,157.1
14.92,23.19,13.06,13.85,11.29,21.52,33.51,2.61,1.73,0,20.86,18.9,7.89,0,1.57,3.07,15.72,361,360,16,325,16,312,192,310,290,270,242.4,245,62.9,155.6
14.92,23.19,13.06,13.85,11.29,21.52,33.51,2.61,1.73,0,20.86,18.9,7.89,0,1.57,3.07,15.72,361,360,17,325,17,312,192,310,290,270,242.4,245,62.9,156.6
14.92,23.19,13.06,13.85,11.29,21.52,33.51,2.61,1.73,0,20.86,18.9,7.89,0,1.57,3.07,15.72,361,360,17,325,17,312,192,310,290,270,242.4,245,62.9,156.5
14.92,23.19,13.02,13.87,11.31,21.52,33.47,0,1.75,0,20.86,18.89,7.88,0,1.51,3.05,15.74,361,360,17,325,17,312,192,310,290,270,242.4,245,62.9,156.4
14.92,23.19,13.02,13.87,11.31,21.52,33.47,0,1.75,0,20.86,18.89,7.88,0,1.51,3.05,15.74,361,360,17,325,17,312,192,310,290,270,242.4,245,62.9,155.6
14.92,23.19,13.03,13.83,11.23,21.53,33.51,0,0,0,20.87,19.08,7.89,0,1.5,3.03,0,361,360,17,325,17,311,192,310,290,270,242.4,245,62.9,156.1
14.92,23.19,13.03,13.83,11.23,21.53,33.51,0,0,0,20.87,19.08,7.89,0,1.5,3.03,0,361,361,17,325,17,311,192,310,290,270,242.4,245,62.9,156.1
14.92,23.19,13.04,13.86,11.18,21.47,33.57,0,0,0,20.86,18.89,7.88,0,1.57,3.03,0,361,360,17,325,17,311,192,310,290,270,242.4,245,62.9,155.9
14.92,23.19,13.04,13.86,11.18,21.47,33.57,0,0,0,20.86,18.89,7.88,0,1.57,3.03,0,361,361,17,325,17,311,192,309.9,290,270,242.4,245,62.9,156.2
14.92,23.19,13.04,13.86,11.18,21.47,33.57,0,0,0,20.86,18.89,7.88,0,1.57,3.03,0,361,360,17,325,17,311,192,309.9,290,270,242.4,245,62.9,156.1
14.92,23.19,13.07,13.89,11.21,21.52,33.59,0,1.62,0,20.86,18.94,7.84,0,1.6,3.04,15.73,361,361,17,325,17,311,193,309.9,290,270,242.4,245,62.9,156.2
14.92,23.19,13.07,13.89,11.21,21.52,33.59,0,1.62,0,20.86,18.94,7.84,0,1.6,3.04,15.73,361,360,17,325,17,311,192,309.9,290,270,242.4,245,62.9,156.3
14.92,23.19,13.08,13.89,11.23,21.56,33.56,0,3.35,0,20.86,18.95,7.87,0,1.57,3.02,14.85,361,361,17,325,17,311,192,309.9,290,270,242.4,245,62.9,156.8
14.92,23.19,13.08,13.89,11.23,21.56,33.56,0,3.35,0,20.86,18.95,7.87,0,1.57,3.02,14.85,361,361,17,325,17,311,192,309.9,290,270,242.4,245,62.9,157.2
14.92,23.19,13.08,13.89,11.23,21.56,33.56,0,3.35,0,20.86,18.95,7.87,0,1.57,3.02,14.85,361,360,17,325,17,311,192,309.9,290,270,242.4,245,62.9,156.1
14.92,23.19,13.07,13.91,11.27,21.52,33.53,0,1.66,0,20.88,18.92,7.84,0,1.54,3.06,15.83,361,361,17,325,17,311,193,309.9,290,270,242.4,245,62.9,156.4
14.92,23.19,13.07,13.91,11.27,21.52,33.53,0,1.66,0,20.88,18.92,7.84,0,1.54,3.06,15.83,361,361,18,325,18,311,192,309.9,290,270,242.4,245,62.9,156.8
14.92,23.19,13.08,13.92,11.29,21.51,33.48,0,0,0,20.85,19.08,7.85,0,1.54,3.04,0,361,361,18,325,18,311,192,310,290,270,242.4,245,62.9,156.6
14.92,23.19,13.08,13.92,11.29,21.51,33.48,0,0,0,20.85,19.08,7.85,0,1.54,3.04,0,360,360,18,325,18,311,193,310,290,270,242.4,245,62.9,155.8
14.92,23.19,13.06,13.88,11.18,21.48,33.6,0,1.66,0,20.86,18.87,7.83,0,1.53,3.01,15.81,360,361,18,325,18,311,192,310,290,270,242.4,245,62.9,157.3
14.92,23.19,13.06,13.88,11.18,21.48,33.6,0,1.66,0,20.86,18.87,7.83,0,1.53,3.01,15.81,360,360,17,325,17,311,192,310,290,270,242.4,245,62.9,156.8
14.92,23.19,13.06,13.88,11.18,21.48,33.6,0,1.66,0,20.86,18.87,7.83,0,1.53,3.01,15.81,361,361,17,325,17,311,193,310,290,270,242.4,245,62.9,156.9
14.92,23.19,13.06,13.83,11.22,21.49,33.57,2.63,1.84,0,20.86,18.87,7.85,0,1.54,3.01,15.65,360,360,17,325,17,311,193,310,290,270,242.4,245,62.9,157.7
14.92,23.19,13.06,13.83,11.22,21.49,33.57,2.63,1.84,0,20.86,18.87,7.85,0,1.54,3.01,15.65,360,361,17,325,17,311,193,310,290,270,242.4,245,62.9,156.7
14.92,23.19,13.08,13.9,11.26,21.48,33.48,0,0,0,20.86,18.99,7.87,0,1.6,3.03,0,360,361,18,325,18,311,192,310,290,270,242.4,245,62.9,156.5
14.92,23.19,13.08,13.9,11.26,21.48,33.48,0,0,0,20.86,18.99,7.87,0,1.6,3.03,0,360,361,18,325,18,312,192,310,290,270,242.4,245,62.9,156.6
14.92,23.19,13.08,13.9,11.26,21.48,33.48,0,0,0,20.86,18.99,7.87,0,1.6,3.03,0,360,361,17,325,17,312,192,310.1,290,270,242.4,245,62.9,156.9
14.92,23.19,13.06,13.81,11.19,21.5,33.58,0,1.75,0,20.82,18.96,7.85,0,1.59,3.05,15.72,360,361,18,325,18,312,192,310.1,290,270,242.4,245,62.9,157
14.92,23.19,13.06,13.81,11.19,21.5,33.58,0,1.75,0,20.82,18.96,7.85,0,1.59,3.05,15.72,360,361,17,325,17,312,192,310.1,290,270,242.4,245,62.9,156.5
14.92,23.19,13.08,13.87,11.22,21.52,33.55,0,0,0,20.88,19.15,7.82,0,1.57,3.06,0,360,361,18,325,18,312,191,310.1,290,270,242.4,245,62.9,156.7
14.92,23.19,13.08,13.87,11.22,21.52,33.55,0,0,0,20.88,19.15,7.82,0,1.57,3.06,0,360,361,17,325,17,312,192,310,290,270,242.4,245,62.9,156.4
14.92,23.19,13.04,13.84,11.17,21.51,33.61,2.58,1.87,0,20.87,18.95,7.82,0,1.52,3.03,15.63,360,361,17,324,17,311,192,310,290,270,242.4,245,62.9,157.2
14.92,23.19,13.04,13.84,11.17,21.51,33.61,2.58,1.87,0,20.87,18.95,7.82,0,1.52,3.03,15.63,360,361,17,324,17,311,192,310,290,270,242.4,245,62.9,156.8
14.92,23.19,13.05,13.79,11.19,21.52,33.64,0,1.74,0,20.88,18.96,7.89,0,1.54,3.06,15.75,360,360,16,324,16,311,191,310,290,270,242.4,245,62.9,156.1
14.92,23.19,13.05,13.79,11.19,21.52,33.64,0,1.74,0,20.88,18.96,7.89,0,1.54,3.06,15.75,360,360,17,324,17,311,193,310,290,270,242.4,245,62.9,156
14.92,23.19,13.05,13.79,11.19,21.52,33.64,0,1.74,0,20.88,18.96,7.89,0,1.54,3.06,15.75,360,360,17,325,17,311,192,310,290,270,242.4,245,62.9,156.3
14.92,23.19,13.08,13.87,11.26,21.56,33.53,0,1.6,0,20.88,18.93,7.89,0,1.51,3.05,15.83,360,361,17,325,17,311,192,310,290,270,242.4,245,62.9,156.7
14.92,23.19,13.08,13.87,11.26,21.56,33.53,0,1.6,0,20.88,18.93,7.89,0,1.51,3.05,15.83,360,360,17,325,17,311,192,310,290,270,242.4,245,62.9,156.9
14.92,23.19,13.07,13.84,11.24,21.55,33.57,0,1.58,0,20.89,18.92,7.85,0,1.63,3.06,15.83,360,360,17,325,17,311,192,310,290,270,242.4,245,62.9,156.5
14.92,23.19,13.07,13.84,11.24,21.55,33.57,0,1.58,0,20.89,18.92,7.85,0,1.63,3.06,15.83,360,360,17,325,17,311,192,310,290,270,242.4,245,62.9,156.6
14.92,23.19,13.07,13.84,11.24,21.55,33.57,0,1.58,0,20.89,18.92,7.85,0,1.63,3.06,15.83,360,360,18,325,18,311,192,310,290,270,242.4,245,62.9,156.1
14.92,23.19,13.08,13.94,11.24,21.56,33.54,0,0,0,20.86,19.03,7.88,0,1.57,3.04,0,360,360,18,325,18,311,192,310,290,270,242.4,245,62.9,156.6
14.92,23.19,13.08,13.94,11.24,21.56,33.54,0,0,0,20.86,19.03,7.88,0,1.57,3.04,0,360,360,17,325,17,311,192,310,290,270,242.4,245,62.9,156.5
14.92,23.19,13.05,13.84,11.17,21.51,33.6,0,1.64,0,20.86,19.05,7.95,0,1.52,3.04,15.73,360,360,17,325,17,311,193,310,290,270,242.4,245,62.9,157.2
14.92,23.19,13.05,13.84,11.17,21.51,33.6,0,1.64,0,20.86,19.05,7.95,0,1.52,3.04,15.73,360,360,16,325,16,311,192,310,290,270,242.4,245,62.9,157
14.92,23.19,13.08,13.83,11.25,21.5,33.51,0,5.59,0,20.88,19.09,7.86,0,1.52,3.01,17.73,360,360,17,325,17,311,193,310,290,270,242.4,245,62.9,157.1
14.92,23.19,13.08,13.83,11.25,21.5,33.51,0,5.59,0,20.88,19.09,7.86,0,1.52,3.01,17.73,360,360,17,325,17,311,192,310,290,270,242.4,245,62.9,156.7
14.92,23.19,13.08,13.83,11.25,21.5,33.51,0,5.59,0,20.88,19.09,7.86,0,1.52,3.01,17.73,360,360,18,324,18,311,192,310,290,270,242.4,245,62.9,157.1
14.92,23.19,13.03,13.82,11.2,21.5,33.57,0,0,0,20.86,18.88,7.87,0,1.56,3.06,0,360,360,17,324,17,311,193,310,290,270,242.4,245,62.9,156.6
14.92,23.19,13.03,13.82,11.2,21.5,33.57,0,0,0,20.86,18.88,7.87,0,1.56,3.06,0,360,360,17,324,17,311,193,310,290,270,242.4,245,62.9,156.5
14.92,23.19,13.04,13.89,11.19,21.51,33.55,0,3.27,0,20.84,18.93,7.93,0,1.57,3,14.81,360,360,18,324,18,311,193,310,290,270,242.4,245,62.9,157.3
14.92,23.19,13.04,13.89,11.19,21.51,33.55,0,3.27,0,20.84,18.93,7.93,0,1.57,3,14.81,360,360,19,324,19,311,193,310,290,270,242.4,245,62.9,157.3
14.92,23.19,13.04,13.89,11.19,21.51,33.55,0,3.27,0,20.84,18.93,7.93,0,1.57,3,14.81,360,360,18,325,18,311,193,310,290,270,242.4,245,62.9,156.7
14.92,23.19,13.07,13.87,11.22,21.54,33.54,2.63,1.67,0,20.85,19.03,7.85,0,1.63,3.06,15.73,360,360,17,325,17,311,193,310,290,270,242.4,245,62.9,156.7
14.92,23.19,13.07,13.87,11.22,21.54,33.54,2.63,1.67,0,20.85,19.03,7.85,0,1.63,3.06,15.73,360,360,17,325,17,311,193,310,290,270,242.4,245,62.9,156.4
14.92,23.19,13.06,13.81,11.21,21.49,33.53,0,0,0,20.86,18.85,7.91,0,1.57,3.01,0,360,360,18,325,18,311,192,310,290,270,242.4,245,62.9,156.8
14.92,23.19,13.06,13.81,11.21,21.49,33.53,0,0,0,20.86,18.85,7.91,0,1.57,3.01,0,360,360,17,325,17,311,192,310,290,270,242.4,245,62.9,157.3
14.92,23.19,13.04,13.87,11.23,21.53,33.61,0,0,0,20.84,19.37,7.82,0,1.51,3.03,0,360,360,17,325,17,311,193,310,290,270,242.4,245,62.9,157.5
14.92,23.19,13.04,13.87,11.23,21.53,33.61,0,0,0,20.84,19.37,7.82,0,1.51,3.03,0,360,360,17,325,17,311,192,310,290,270,242.4,245,62.9,157.7
14.92,23.19,13.04,13.87,11.23,21.53,33.61,0,0,0,20.84,19.37,7.82,0,1.51,3.03,0,359,360,17,325,17,311,192,310,290,270,242.4,245,62.9,157.4
14.92,23.19,13.04,13.85,11.28,21.53,33.51,0,0,0,20.87,19.09,7.88,0,1.52,3.04,0,360,360,18,325,18,311,193,310,290,270,242.4,245,62.9,157.8
14.92,23.19,13.04,13.85,11.28,21.53,33.51,0,0,0,20.87,19.09,7.88,0,1.52,3.04,0,359,360,17,324,17,311,193,310,290,270,242.4,245,62.9,157.1
14.92,23.19,13.07,13.86,11.25,21.53,33.54,0,1.57,0,20.9,19.02,7.93,0,1.5,3.04,15.86,359,360,17,324,17,311,192,310,290,270,242.4,245,62.9,157.4
14.92,23.19,13.07,13.86,11.25,21.53,33.54,0,1.57,0,20.9,19.02,7.93,0,1.5,3.04,15.86,359,360,17,324,17,311,192,310,290,270,242.4,245,62.9,158.1
14.92,23.19,13.05,13.86,11.27,21.54,33.54,0,0,0,20.87,19.07,7.81,0,1.58,3.02,0,359,360,17,324,17,311,192,310,290,270,242.4,245,62.9,157.5
14.92,23.19,13.05,13.86,11.27,21.54,33.54,0,0,0,20.87,19.07,7.81,0,1.58,3.02,0,359,360,17,324,17,311,193,310,290,270,242.4,245,62.9,157.4
14.92,23.19,13.05,13.86,11.21,21.48,33.5,0,1.61,0,20.86,18.88,7.87,0,1.57,3.03,15.79,359,360,17,324,17,311,193,310,290,270,242.4,245,62.9,157.7
14.92,23.19,13.05,13.86,11.21,21.48,33.5,0,1.61,0,20.86,18.88,7.87,0,1.57,3.03,15.79,359,360,16,324,16,311,192,310,290,270,242.4,245,62.9,157.6
14.92,23.19,13.05,13.86,11.21,21.48,33.5,0,1.61,0,20.86,18.88,7.87,0,1.57,3.03,15.79,359,360,17,324,17,310,192,310,290,270,242.4,245,62.9,157.5
14.92,23.19,13.04,13.91,11.22,21.53,33.6,0,0,0,20.86,18.86,7.89,0,1.52,3.05,0,359,360,18,325,18,310,192,310,290,270,242.4,245,62.9,157.5
14.92,23.19,13.04,13.91,11.22,21.53,33.6,0,0,0,20.86,18.86,7.89,0,1.52,3.05,0,359,360,19,325,19,310,192,310,290,270,242.4,245,62.9,157.5
14.92,23.19,13.07,13.91,11.22,21.48,33.57,0,0,0,20.89,18.86,7.92,0,1.55,3.02,0,359,360,17,325,17,310,192,310,290,270,242.4,245,62.9,157.3
14.92,23.19,13.07,13.91,11.22,21.48,33.57,0,0,0,20.89,18.86,7.92,0,1.55,3.02,0,359,360,17,325,17,310,191,310,289.9,270,242.4,245,62.9,157
14.92,23.19,13.08,13.9,11.21,21.56,33.63,0,1.68,0,20.87,18.88,7.8,0,1.52,3.03,15.79,359,360,18,324,18,310,192,310,289.9,270,242.4,245,62.9,157.6
14.92,23.19,13.08,13.9,11.21,21.56,33.63,0,1.68,0,20.87,18.88,7.8,0,1.52,3.03,15.79,359,360,19,324,19,310,192,310,289.9,270,242.4,245,62.9,157.1
14.92,23.19,13.08,13.9,11.21,21.56,33.63,0,1.68,0,20.87,18.88,7.8,0,1.52,3.03,15.79,359,360,17,324,17,310,192,310,289.9,270,242.4,245,62.9,157.7
14.92,23.19,13.08,13.8,11.22,21.52,33.56,2.54,3.3,0,20.88,18.98,7.91,0,1.54,3.03,14.83,359,360,17,324,17,310,192,310,289.9,270,242.4,245,62.9,157.1
14.92,23.19,13.08,13.8,11.22,21.52,33.56,2.54,3.3,0,20.88,18.98,7.91,0,1.54,3.03,14.83,359,360,18,324,18,310,192,310,289.9,270,242.4,245,62.9,157.2
14.92,23.19,13.07,13.84,11.27,21.54,33.55,0,0,0,20.86,18.89,7.83,0,1.51,3.04,0,359,360,17,324,17,310,192,310,289.9,270,242.4,245,62.9,157.2
14.92,23.19,13.07,13.84,11.27,21.54,33.55,0,0,0,20.86,18.89,7.83,0,1.51,3.04,0,359,360,18,324,18,311,192,310,289.9,270,242.4,245,62.9,157.2
14.92,23.19,13.08,13.94,11.3,21.54,33.52,0,1.63,0,20.88,19.1,7.87,0,1.53,3.04,15.8,359,360,17,324,17,311,192,310,289.9,270,242.4,245,62.9,156.9
14.92,23.19,13.08,13.94,11.3,21.54,33.52,0,1.63,0,20.88,19.1,7.87,0,1.53,3.04,15.8,359,359,17,324,17,311,192,310,289.9,270,242.4,245,62.9,157.4
14.92,23.19,13.06,13.86,11.22,21.51,33.59,0,3.26,0,20.89,19.04,7.83,0,1.56,3.03,14.81,359,359,17,324,17,311,193,310,289.9,270,242.4,245,62.9,157.3
14.92,23.19,13.06,13.86,11.22,21.51,33.59,0,3.26,0,20.89,19.04,7.83,0,1.56,3.03,14.81,359,360,18,324,18,311,196,310,289.9,270,242.4,245,62.9,157.1
14.92,23.19,13.06,13.86,11.22,21.51,33.59,0,3.26,0,20.89,19.04,7.83,0,1.56,3.03,14.81,359,360,17,324,17,311,193,310,289.9,270,242.4,245,62.9,158
14.92,23.19,13.06,13.84,11.26,21.75,33.55,0,0,0,20.88,18.92,7.8,0,1.6,3.06,0,359,359,17,324,17,311,192,310,289.9,270,242.4,245,62.9,157.2
14.92,23.19,13.06,13.84,11.26,21.75,33.55,0,0,0,20.88,18.92,7.8,0,1.6,3.06,0,359,359,17,324,17,310,192,310,289.9,270,242.4,245,62.9,157.2
14.92,23.19,13.07,13.83,11.33,21.54,33.52,0,1.75,0,20.85,18.92,7.89,0,1.56,3.02,15.73,359,359,17,324,17,310,193,310,289.9,270,242.4,245,62.9,157.4
14.92,23.19,13.07,13.83,11.33,21.54,33.52,0,1.75,0,20.85,18.92,7.89,0,1.56,3.02,15.73,359,359,17,324,17,310,193,310,289.9,270,242.4,245,63,157.9
14.92,23.19,13.07,13.85,11.19,21.5,33.52,0,0,0,20.84,18.91,7.93,0,1.56,3.02,0,359,359,18,324,18,310,192,310,289.9,270,242.4,245,63,157.9
14.92,23.19,13.07,13.85,11.19,21.5,33.52,0,0,0,20.84,18.91,7.93,0,1.56,3.02,0,359,360,18,324,18,310,192,310,289.9,270,242.4,245,63,157.9
14.92,23.19,13.07,13.85,11.19,21.5,33.52,0,0,0,20.84,18.91,7.93,0,1.56,3.02,0,359,359,17,324,17,310,192,310,289.9,270,242.4,245,63,158.1
14.92,23.19,13.08,13.82,11.22,21.53,33.54,0,0,0,20.86,19.07,7.85,0,1.54,3.05,0,359,359,17,324,17,310,192,310,289.9,270,242.4,245,63,157.9
14.92,23.19,13.08,13.82,11.22,21.53,33.54,0,0,0,20.86,19.07,7.85,0,1.54,3.05,0,359,359,18,324,18,310,192,310,290,270,242.4,245,63,158
14.92,23.19,13.09,13.82,11.24,21.51,33.54,0,0,0,20.92,18.95,7.83,0,1.57,3.07,0,359,359,18,324,18,310,192,310,290,270,242.4,245,63,157.9
14.92,23.19,13.09,13.82,11.24,21.51,33.54,0,0,0,20.92,18.95,7.83,0,1.57,3.07,0,359,359,18,324,18,310,192,310,290,270,242.4,245,63,157.4
14.92,23.19,13.09,13.82,11.24,21.51,33.54,0,0,0,20.92,18.95,7.83,0,1.57,3.07,0,360,359,19,324,19,310,192,310,290,270,242.4,245,63,157.4
14.92,23.19,13.06,13.94,11.31,21.55,33.47,0,1.65,0,20.87,18.87,7.86,0,1.52,3.04,15.78,360,359,18,324,18,310,192,310,290,270,242.4,245,63,157
14.92,23.19,13.06,13.94,11.31,21.55,33.47,0,1.65,0,20.87,18.87,7.86,0,1.52,3.04,15.78,360,359,18,324,18,310,193,310,290,270,242.4,245,63,157.1
14.92,23.19,13.07,13.9,11.24,21.48,33.47,0,0,0,20.84,18.96,7.9,0,1.66,3.03,0,360,359,17,324,17,310,192,310,290,270,242.4,245,63,156.9
14.92,23.19,13.07,13.9,11.24,21.48,33.47,0,0,0,20.84,18.96,7.9,0,1.66,3.03,0,360,359,17,324,17,310,192,310,290,270,242.4,245,63,156.2
14.92,23.19,13.05,13.85,11.23,21.5,33.47,0,0,0,20.86,18.85,7.87,0,1.57,3.02,0,360,359,18,324,18,311,192,310,290,270,242.5,245,63,156.8
14.92,23.19,13.05,13.85,11.23,21.5,33.47,0,0,0,20.86,18.85,7.87,0,1.57,3.02,0,360,359,17,324,17,311,192,310,290,270,242.5,245,63,157.1
14.92,23.19,13.05,13.85,11.23,21.5,33.47,0,0,0,20.86,18.85,7.87,0,1.57,3.02,0,360,359,17,324,17,311,193,310,290,270,242.5,245,63,156.8
14.92,23.19,13.05,13.83,11.16,21.5,33.54,0,0,0,20.89,18.97,7.98,0,1.54,3.01,0,360,359,18,324,18,311,192,310,290,270,242.5,245,63,156.9
14.92,23.19,13.05,13.83,11.16,21.5,33.54,0,0,0,20.89,18.97,7.98,0,1.54,3.01,0,360,359,17,324,17,311,193,310,290,270,242.5,245,63,156.7
14.92,23.19,13.06,13.88,11.22,21.48,33.57,0,0,0,20.87,18.89,7.89,0,1.55,3.02,0,360,359,17,324,17,311,192,310,290,270,242.5,245,63,155.9
14.92,23.19,13.06,13.88,11.22,21.48,33.57,0,0,0,20.87,18.89,7.89,0,1.55,3.02,0,359,359,17,324,17,311,192,310,290,270,242.5,245,63,156.4
14.92,23.19,13.06,13.88,11.22,21.48,33.57,0,0,0,20.87,18.89,7.89,0,1.55,3.02,0,359,359,17,324,17,311,192,310,290,270,242.5,245,63,156.2
14.92,23.19,13.06,13.84,11.32,21.51,33.54,0,1.66,0,20.87,18.86,7.88,0,1.59,3.04,15.77,360,359,16,324,16,311,192,310,290,270,242.5,245,63,156.3
14.92,23.19,13.06,13.84,11.32,21.51,33.54,0,1.66,0,20.87,18.86,7.88,0,1.59,3.04,15.77,360,359,18,324,18,311,192,310,290,270,242.5,245,63,156.4
14.92,23.19,13.07,13.85,11.22,21.51,33.56,0,6.08,0,20.89,18.95,7.88,0,1.62,3.01,17.59,360,359,18,324,18,311,193,310,290,270,242.5,245,63,156.4
14.92,23.19,13.07,13.85,11.22,21.51,33.56,0,6.08,0,20.89,18.95,7.88,0,1.62,3.01,17.59,359,359,16,324,16,310,193,310,290,270,242.5,245,63,156.3
14.92,23.19,13.03,13.86,11.19,21.53,33.6,0,0,0,20.87,18.89,7.9,0,1.5,3.02,0,359,359,17,324,17,310,192,310,290,270,242.5,245,63,156.7
14.92,23.19,13.03,13.86,11.19,21.53,33.6,0,0,0,20.87,18.89,7.9,0,1.5,3.02,0,360,359,17,325,17,310,192,310,290,270,242.5,245,63,156.6
14.92,23.19,13.03,13.86,11.19,21.53,33.6,0,0,0,20.87,18.89,7.9,0,1.5,3.02,0,360,359,18,325,18,310,192,310,290,270,242.5,245,63,156.6
14.92,23.19,13.04,13.88,11.21,21.51,33.57,0,0,0,20.87,18.9,7.9,0,1.55,3.03,0,360,359,17,325,17,310,193,310,290,270,242.5,245,63,155.8
14.92,23.19,13.04,13.88,11.21,21.51,33.57,0,0,0,20.87,18.9,7.9,0,1.55,3.03,0,360,359,17,325,17,310,193,310,290,270,242.5,245,63,156.5
14.92,23.19,13.04,13.82,11.28,21.52,33.56,0,0,0,20.87,19.01,7.87,0,1.56,3.06,0,360,359,18,325,18,310,193,310,290,270,242.5,245,63,156.3
14.92,23.19,13.04,13.82,11.28,21.52,33.56,0,0,0,20.87,19.01,7.87,0,1.56,3.06,0,360,359,19,325,19,310,192,310,290,270,242.5,245,63,157.1
14.92,23.19,13.08,13.86,11.25,21.51,33.53,0,1.69,0,20.86,19.06,7.89,0,1.49,3.05,15.75,360,359,17,324,17,310,192,310,290,270,242.5,245,63,156.9
14.92,23.19,13.09669826,13.88069962,11.26262065,21.50789491,33.49899955,1.08E-18,2.393354138,0,20.85982775,19.05606278,7.898362189,0,1.454359644,3.047858453,22.30178774,360,359,17,324,17,310,193,310,290,270,242.5,245,63,157.1
14.92,23.19,13.08,13.86,11.25,21.51,33.53,0,1.69,0,20.86,19.06,7.89,0,1.49,3.05,15.75,360,359,18,324,18,310,192,310,290,270,242.5,245,63,156.7
14.92,23.19,13.04,13.8,11.16,21.51,33.65,0,0,0,20.85,19.14,7.87,0,1.59,3.05,0,360,359,17,324,17,310,192,310,290,270,242.5,245,63,156.5
