AmbientConditions.AmbientHumidity.U.Actual,AmbientConditions.AmbientTemperature.U.Actual,Stage1.Output.Measurement0.U.Actual,Stage1.Output.Measurement1.U.Actual,Stage1.Output.Measurement2.U.Actual,Stage1.Output.Measurement3.U.Actual,Stage1.Output.Measurement4.U.Actual,Stage1.Output.Measurement5.U.Actual,Stage1.Output.Measurement6.U.Actual,Stage1.Output.Measurement7.U.Actual,Stage1.Output.Measurement8.U.Actual,Stage1.Output.Measurement9.U.Actual,Stage1.Output.Measurement10.U.Actual,Stage1.Output.Measurement11.U.Actual,Stage1.Output.Measurement12.U.Actual,Stage1.Output.Measurement13.U.Actual,Stage1.Output.Measurement14.U.Actual,Machine4.Temperature1.C.Actual,Machine4.Temperature2.C.Actual,Machine4.Pressure.C.Actual,Machine4.Temperature3.C.Actual,Machine4.Temperature4.C.Actual,Machine4.Temperature5.C.Actual,Machine4.ExitTemperature.U.Actual,Machine5.Temperature1.C.Actual,Machine5.Temperature2.C.Actual,Machine5.Temperature3.C.Actual,Machine5.Temperature4.C.Actual,Machine5.Temperature5.C.Actual,Machine5.Temperature6.C.Actual,Machine5.ExitTemperature.U.Actual
16.73,23.93,12.76,0,12.04,21.58,32.36,0,1.93,2.91,21,19.16,7.95,5.85,1.92,3.17,14.49,360,360,19,314,19,304,165,310.1,290,268.4,240.1,245,63.2,150.3
16.73,23.93,12.76,0,12.04,21.58,32.36,0,1.93,2.91,21,19.16,7.95,5.85,1.92,3.17,14.49,360,360,18,314,18,304,165,310.1,290,268.4,240.1,245,63.2,149.3
16.73,23.93,12.8,0,12.04,21.51,32.37,0,1.9,2.88,21.01,18.81,8.1,5.88,0,3.67,14.57,360,360,17,314,17,304,165,310.1,289.9,268.4,240.1,245,63.2,150.3
16.73,23.93,12.8,0,12.04,21.51,32.37,0,1.9,2.88,21.01,18.81,8.1,5.88,0,3.67,14.57,360,360,17,314,17,304,165,310.1,289.9,268.4,240.1,245,63.2,149.8
16.73,23.93,12.82,0,11.93,21.52,32.75,0,1.73,2.91,21.02,18.92,8.05,7.09,0,3.61,14.62,360,360,16,314,16,304,165,310.1,289.9,268.4,240.1,245,63.2,150.1
16.73,23.93,12.82,0,11.93,21.52,32.75,0,1.73,2.91,21.02,18.92,8.05,7.09,0,3.61,14.62,360,360,17,315,17,304,165,310.1,289.9,268.4,240.1,245,63.2,150.6
16.73,23.93,12.83,0,12.12,21.91,32.86,0,1.87,2.89,21.11,18.54,7.96,5.69,1.79,3,14.25,360,360,18,315,18,304,165,310,289.9,268.4,240.1,245,63.2,149.7
16.73,23.93,12.83,0,12.12,21.91,32.86,0,1.87,2.89,21.11,18.54,7.96,5.69,1.79,3,14.25,360,360,19,315,19,304,165,310,289.9,268.4,240.1,245,63.2,150.2
16.73,23.93,12.83,0,12.12,21.91,32.86,0,1.87,2.89,21.11,18.54,7.96,5.69,1.79,3,14.25,360,360,18,315,18,304,166,310,289.9,268.4,240.1,245,63.2,151
16.73,23.93,12.79,0,12.57,21.78,31.79,0,2.23,2.94,21.23,17.31,0,0,0,3.67,0,360,360,18,315,18,304,165,310,289.9,268.4,240.1,245,63.2,150.3
16.73,23.93,12.79,0,12.57,21.78,31.79,0,2.23,2.94,21.23,17.31,0,0,0,3.67,0,360,360,17,315,17,304,166,310,290,268.4,240.1,245,63.2,149.9
16.73,23.93,12.79,0,12.57,21.78,31.79,0,2.23,2.94,21.23,17.31,0,0,0,3.67,0,360,360,17,315,17,304,166,310,290,268.4,240.1,245,63.2,150.4
16.73,23.93,13.03,0,0,21.16,32.34,0.67,1.39,2.94,21.49,20.45,0,0,0,0,0,360,360,17,315,17,304,166,309.9,290,268.4,240.1,245,63.1,150.4
16.73,23.93,13.03,0,0,21.16,32.34,0.67,1.39,2.94,21.49,20.45,0,0,0,0,0,360,360,17,315,17,304,167,309.9,290,268.4,240.1,245,63.1,150.5
16.73,23.93,12.73,0,13.64,21.55,31.16,0,2.59,2.93,21.13,19.46,7.43,6.01,0,3.72,0,360,360,17,315,17,304,167,309.9,290,268.4,240.1,245,63.1,150.4
16.73,23.93,12.73,0,13.64,21.55,31.16,0,2.59,2.93,21.13,19.46,7.43,6.01,0,3.72,0,360,360,17,315,17,304,167,309.9,290,268.4,240.1,245,63.1,150.6
16.73,23.93,12.86,11.18,12.29,21.64,31.19,0,2.45,2.9,21.07,20.15,0,6.93,0,1.01,14.74,360,361,16,315,16,304,167,309.9,290,268.4,240.1,245,63.1,150.8
16.73,23.93,12.86,11.18,12.29,21.64,31.19,0,2.45,2.9,21.07,20.15,0,6.93,0,1.01,14.74,360,360,17,314,17,304,167,309.9,290,268.4,240.1,245,63.1,150.5
16.73,23.93,12.86,11.18,12.29,21.64,31.19,0,2.45,2.9,21.07,20.15,0,6.93,0,1.01,14.74,360,360,18,314,18,304,167,310,290,268.4,240.1,245,63.1,150.1
16.73,23.93,12.82,12.66,12.47,21.8,0,0,2.17,2.93,21.35,20.15,7.8,5.91,0,3.7,16.69,360,361,17,314,17,304,167,310,290,268.4,240.1,245,63.1,149.4
16.73,23.93,12.82,12.66,12.47,21.8,0,0,2.17,2.93,21.35,20.15,7.8,5.91,0,3.7,16.69,360,360,17,314,17,304,167,310,290,268.4,240.1,245,63.1,150.7
16.73,23.93,12.77,0,12.11,21.48,32.3,0,1.99,2.91,21.01,18.89,7.94,5.88,1.97,3.23,14.44,360,360,18,314,18,304,168,310,290,268.4,240.1,245,63.1,150.7
16.73,23.93,12.77,0,12.11,21.48,32.3,0,1.99,2.91,21.01,18.89,7.94,5.88,1.97,3.23,14.44,360,361,17,314,17,304,167,310,290,268.4,240.1,245,63.1,150
16.73,23.93,12.78,0,12.1,21.51,32.34,0,1.96,2.91,21.05,18.85,7.86,5.86,0,3.21,14.47,360,361,17,314,17,304,167,310,290,268.4,240.1,245,63.1,149.7
16.73,23.93,12.78,0,12.1,21.51,32.34,0,1.96,2.91,21.05,18.85,7.86,5.86,0,3.21,14.47,360,361,17,314,17,304,167,310,290,268.4,240.1,245,63.1,149.6
16.73,23.93,12.79,0,12.09,21.48,32.26,0,1.9,2.94,21.04,18.84,7.82,5.86,1.9,3.19,14.56,360,361,17,314,17,304,167,310,290,268.4,240.1,245,63.1,150
16.73,23.93,12.79,0,12.09,21.48,32.26,0,1.9,2.94,21.04,18.84,7.82,5.86,1.9,3.19,14.56,360,361,17,314,17,304,167,310,290,268.4,240.1,245,63.1,149.9
16.73,23.93,12.79,0,12.09,21.48,32.26,0,1.9,2.94,21.04,18.84,7.82,5.86,1.9,3.19,14.56,360,361,17,314,17,304,168,310,290,268.4,240.1,245,63.1,150.1
16.73,23.93,12.75,0,12.08,21.62,32.23,0,1.97,2.89,21.04,18.91,7.93,5.96,0,3.73,14.53,360,361,17,315,17,304,167,310,290,268.4,240.1,245,63.1,149.6
16.73,23.93,12.75,0,12.08,21.62,32.23,0,1.97,2.89,21.04,18.91,7.93,5.96,0,3.73,14.53,360,361,17,315,17,304,167,310,290,268.4,240.1,245,63.1,149.7
16.73,23.93,12.77,0,12.04,21.47,32.31,0,2.02,2.92,21.02,18.84,7.93,5.88,0,3.25,14.5,360,361,16,315,16,304,166,310,290,268.4,240.1,245,63.1,149.7
16.73,23.93,12.77,0,12.04,21.47,32.31,0,2.02,2.92,21.02,18.84,7.93,5.88,0,3.25,14.5,360,361,17,315,17,304,166,310,289.9,268.4,240.1,245,63.1,149
16.73,23.93,12.78,0,12.08,21.58,32.17,0,1.96,2.88,21.05,18.87,7.98,5.92,0,3.73,14.52,360,361,17,315,17,304,167,310,290,268.4,240.1,245,63.1,149.1
16.73,23.93,12.78,0,12.08,21.58,32.17,0,1.96,2.88,21.05,18.87,7.98,5.92,0,3.73,14.52,360,361,17,315,17,304,167,310,290,268.4,240.1,245,63.1,149.8
16.73,23.93,12.78,0,12.08,21.58,32.17,0,1.96,2.88,21.05,18.87,7.98,5.92,0,3.73,14.52,360,361,17,315,17,304,166,310,290,268.4,240.1,245,63.1,148.5
16.73,23.93,12.78,0,12.11,21.51,32.23,0,1.89,2.92,21.09,19.29,8.13,6.88,0,3.76,14.48,360,361,17,315,17,303,166,310,290,268.4,240.1,245,63.1,149.9
16.73,23.93,12.78,0,12.11,21.51,32.23,0,1.89,2.92,21.09,19.29,8.13,6.88,0,3.76,14.48,360,361,17,315,17,303,167,310,290,268.4,240.1,245,63.1,149.2
16.73,23.93,12.79,0,12.01,21.47,32.16,0,1.9,2.91,21.03,18.89,7.93,5.88,1.85,3.17,14.74,360,361,17,315,17,303,169,310,290,268.4,240.1,245,63.1,150.5
16.73,23.93,12.79,0,12.01,21.47,32.16,0,1.9,2.91,21.03,18.89,7.93,5.88,1.85,3.17,14.74,360,361,17,315,17,303,169,310,290,268.4,240.1,245,63.1,150
16.73,23.93,13.16,11.47,12.58,21.97,0,3.39,2.25,2.94,21.15,19.86,0,5.87,0,0.98,16.57,360,361,17,315,17,303,168,310,290,268.4,240.1,245,63.1,150.6
16.73,23.93,13.16,11.47,12.58,21.97,0,3.39,2.25,2.94,21.15,19.86,0,5.87,0,0.98,16.57,360,361,19,315,19,303,167,310,290,268.4,240.1,245,63.1,149.4
16.73,23.93,13.16,11.47,12.58,21.97,0,3.39,2.25,2.94,21.15,19.86,0,5.87,0,0.98,16.57,360,361,18,315,18,303,166,310,290,268.4,240.1,245,63.1,150.4
16.73,23.93,12.71,0,12.6,21.51,31.32,0,2.23,2.91,21.07,18.87,7.88,5.88,1.9,3.18,0,360,361,18,315,18,303,166,310,290,268.4,240.1,245,63.1,150.4
16.73,23.93,12.71,0,12.6,21.51,31.32,0,2.23,2.91,21.07,18.87,7.88,5.88,1.9,3.18,0,360,361,17,315,17,303,165,310,290,268.4,240.1,245,63.1,150.8
16.73,23.93,12.75,0,12.31,21.52,32.09,0,1.94,2.9,21.02,18.86,8.13,5.89,0,3.65,0,360,361,15,315,15,303,166,310,290,268.4,240.1,245,63.1,150.8
16.73,23.93,12.75,0,12.31,21.52,32.09,0,1.94,2.9,21.02,18.86,8.13,5.89,0,3.65,0,360,361,17,315,17,303,166,310,290,268.4,240.1,245.1,63.1,150.5
16.73,23.93,12.75,0,12.18,21.51,32.25,0,2.03,2.91,21.06,18.89,7.97,5.84,1.94,3.25,14.32,360,360,17,315,17,303,165,310,290,268.4,240.1,245.1,63.1,150.6
16.73,23.93,12.75,0,12.18,21.51,32.25,0,2.03,2.91,21.06,18.89,7.97,5.84,1.94,3.25,14.32,360,361,17,315,17,303,165,310,290,268.4,240.1,245.1,63.1,150.8
16.73,23.93,12.75,0,12.18,21.51,32.25,0,2.03,2.91,21.06,18.89,7.97,5.84,1.94,3.25,14.32,360,360,17,314,17,303,165,310,290,268.4,240.1,245.1,63.1,150.4
16.73,23.93,12.81,0,12.11,21.53,32.31,0,1.89,2.9,21.02,18.8,8.05,5.91,0,3.63,14.52,360,360,17,314,17,303,165,310,290,268.4,240.1,245.1,63.1,150.7
16.73,23.93,12.81,0,12.11,21.53,32.31,0,1.89,2.9,21.02,18.8,8.05,5.91,0,3.63,14.52,360,360,17,315,17,303,165,310,290.1,268.4,240.1,245,63.1,150.3
16.73,23.93,12.81,0,12.04,21.53,32.48,0,1.9,2.89,21.05,18.92,8.04,5.91,0,3.62,14.52,360,360,17,315,17,303,165,310,290.1,268.4,240.1,245,63.1,150.4
16.73,23.93,12.81,0,12.04,21.53,32.48,0,1.9,2.89,21.05,18.92,8.04,5.91,0,3.62,14.52,360,360,17,315,17,303,165,310,290.1,268.4,240.1,245,63.1,150.3
16.73,23.93,12.8,0,12.06,21.57,32.37,0,1.93,2.91,20.98,18.82,8.09,5.91,0,3.79,14.51,360,360,17,315,17,303,165,310,290.1,268.4,240.1,245,63.1,150.1
16.73,23.93,12.8,0,12.06,21.57,32.37,0,1.93,2.91,20.98,18.82,8.09,5.91,0,3.79,14.51,360,360,17,315,17,303,169,310,290.1,268.4,240.1,245,63.1,150.5
16.73,23.93,12.8,0,12.06,21.57,32.37,0,1.93,2.91,20.98,18.82,8.09,5.91,0,3.79,14.51,361,360,18,315,18,303,166,310,290.1,268.4,240.1,245,63.1,150.1
16.73,23.93,12.81,0,12.1,21.8,32.36,0,1.89,2.91,21.03,19.22,8.06,5.94,0,3.68,14.52,361,360,17,315,17,303,167,310,290.1,268.4,240.1,245,63.1,150.3
16.73,23.93,12.81,0,12.1,21.8,32.36,0,1.89,2.91,21.03,19.22,8.06,5.94,0,3.68,14.52,361,360,18,315,18,303,168,310,290.1,268.4,240.1,245,63.1,149.9
16.73,23.93,12.81,0,12.1,21.87,32.4,0,1.93,2.94,21.01,18.82,8.05,5.92,0,3.74,14.49,361,360,17,315,17,303,170,310,290.1,268.5,240.1,245,63.1,150.8
16.73,23.93,12.81,0,12.1,21.87,32.4,0,1.93,2.94,21.01,18.82,8.05,5.92,0,3.74,14.49,361,360,17,315,17,303,171,310,290.1,268.5,240.1,245,63.1,150.4
16.73,23.93,12.76,0,12.09,21.48,32.24,0,2.04,2.92,21.04,18.86,8.05,5.91,0,3.76,14.47,361,360,17,315,17,303,169,310,290.1,268.5,240.1,245,63.1,150.2
16.73,23.93,12.76,0,12.09,21.48,32.24,0,2.04,2.92,21.04,18.86,8.05,5.91,0,3.76,14.47,361,360,18,315,18,303,172,310,290.1,268.5,240.1,245,63.1,150.1
16.73,23.93,12.8,0,12.03,21.85,32.5,0,1.84,2.94,21.03,18.84,8.06,5.93,0,3.72,14.52,361,360,18,315,18,303,167,310,290.1,268.5,240.1,245,63.1,150.1
16.73,23.93,12.8,0,12.03,21.85,32.5,0,1.84,2.94,21.03,18.84,8.06,5.93,0,3.72,14.52,361,360,18,315,18,303,163,310,290.1,268.5,240.1,245,63.1,150.9
16.73,23.93,12.75,0,12.06,21.66,32.46,0,1.93,2.92,21.03,18.81,0,5.92,0,3.76,14.42,360,360,17,315,17,303,170,310,290.1,268.5,240.1,245,63.1,150.1
16.73,23.93,12.75,0,12.06,21.66,32.46,0,1.93,2.92,21.03,18.81,0,5.92,0,3.76,14.42,360,360,18,315,18,303,173,310,290.1,268.5,240.1,245,63.1,150.9
16.73,23.93,12.75,0,12.06,21.66,32.46,0,1.93,2.92,21.03,18.81,0,5.92,0,3.76,14.42,360,360,18,315,18,303,170,310,290.1,268.5,240.1,245,63.1,149.6
16.73,23.93,12.77,0,12.06,21.5,32.33,0,1.87,2.95,21.04,18.84,7.95,5.84,0,3.22,14.55,360,360,16,315,16,303,168,310,290.1,268.5,240.1,245,63.1,149.6
16.73,23.93,12.77,0,12.06,21.5,32.33,0,1.87,2.95,21.04,18.84,7.95,5.84,0,3.22,14.55,360,360,17,315,17,303,166,310,290.1,268.5,240.1,245,63.1,150
16.73,23.93,12.77,0,12.04,21.51,32.49,0,1.94,2.89,21.01,18.92,7.99,5.92,0,3.74,14.48,360,360,17,315,17,303,167,310,290.1,268.5,240.1,245,63.1,149.5
16.73,23.93,12.77,0,12.04,21.51,32.49,0,1.94,2.89,21.01,18.92,7.99,5.92,0,3.74,14.48,360,360,17,315,17,303,168,310,290.1,268.5,240.1,245,63.1,149.3
16.73,23.93,12.83,0,12.15,21.69,32.35,0,1.92,2.91,21.03,18.83,8.1,5.92,0,3.81,14.53,360,360,17,315,17,303,167,310,290.1,268.5,240.1,245,63.1,149.2
16.73,23.93,12.83,0,12.15,21.69,32.35,0,1.92,2.91,21.03,18.83,8.1,5.92,0,3.81,14.53,360,359,17,315,17,303,167,310.1,290.1,268.5,240.1,245,63.1,149.5
16.73,23.93,12.83,0,12.15,21.69,32.35,0,1.92,2.91,21.03,18.83,8.1,5.92,0,3.81,14.53,360,360,15,315,15,303,166,310.1,290.1,268.5,240.1,245,63.1,149.8
16.73,23.93,12.67,0,12.81,21.47,31.25,0,2.18,2.95,21.02,18.74,0,0,0,3.87,0,360,359,16,315,16,303,167,310.1,290.1,268.5,240.1,245,63.1,150.2
16.73,23.93,12.67,0,12.81,21.47,31.25,0,2.18,2.95,21.02,18.74,0,0,0,3.87,0,360,359,16,315,16,303,166,310.1,290.1,268.5,240.2,245,63.1,150.6
16.73,23.93,12.6,0,9.4,0,30.55,2.66,3.01,2.9,21.03,18.78,7.92,5.8,1.89,3.17,0,360,359,16,315,16,303,166,310.1,290.1,268.5,240.2,245,63.1,150.2
16.73,23.93,12.6,0,9.4,0,30.55,2.66,3.01,2.9,21.03,18.78,7.92,5.8,1.89,3.17,0,360,360,16,315,16,303,166,310.1,290.1,268.5,240.2,245,63.1,150
16.73,23.93,12.66,0,13.4,0,30.53,2.62,5.32,2.93,21.04,18.72,7.88,5.82,1.87,3.2,0,360,359,16,315,16,303,166,310.1,290.1,268.6,240.2,245,63.1,150.8
16.73,23.93,12.66,0,13.4,0,30.53,2.62,5.32,2.93,21.04,18.72,7.88,5.82,1.87,3.2,0,360,359,15,315,15,303,166,310.1,290.1,268.6,240.2,245,63.1,151
16.73,23.93,12.66,0,13.4,0,30.53,2.62,5.32,2.93,21.04,18.72,7.88,5.82,1.87,3.2,0,360,359,16,315,16,303,166,310.1,290.1,268.6,240.2,245,63.1,148.4
16.73,23.93,12.55,0,8.88,0,30.54,2.65,2.92,2.9,21.06,18.81,7.93,5.86,1.92,3.2,0,360,359,17,315,17,303,166,310.1,290.1,268.6,240.2,245,63.1,150.6
16.73,23.93,12.55,0,8.88,0,30.54,2.65,2.92,2.9,21.06,18.81,7.93,5.86,1.92,3.2,0,360,359,17,315,17,303,166,310.1,290.1,268.6,240.2,245,63.1,150.9
16.73,23.93,12.69,13.9,15.2,0,29.79,2.64,3.18,2.88,21.06,18.79,7.98,5.83,1.89,3.19,14.41,360,359,17,315,17,303,166,310,290.1,268.6,240.2,245,63.1,150.8
16.73,23.93,12.69,13.9,15.2,0,29.79,2.64,3.18,2.88,21.06,18.79,7.98,5.83,1.89,3.19,14.41,360,359,16,315,16,303,167,310,290.1,268.6,240.2,245,63.1,150.9
16.73,23.93,12.66,0,13.23,21.53,31.03,0,2.4,2.93,21.02,18.8,8.09,5.92,0,3.73,0,360,359,16,315,16,303,167,310,290.1,268.6,240.2,245,63.1,150.8
16.73,23.93,12.66,0,13.23,21.53,31.03,0,2.4,2.93,21.02,18.8,8.09,5.92,0,3.73,0,360,359,16,315,16,303,168,310,290.1,268.6,240.2,245,63.1,150.5
16.73,23.93,12.66,0,13.23,21.53,31.03,0,2.4,2.93,21.02,18.8,8.09,5.92,0,3.73,0,360,359,17,315,17,303,170,309.9,290.1,268.6,240.2,245,63.1,150.9
16.73,23.93,12.74,0,12.28,21.49,32.1,0,1.96,2.93,21.02,18.9,8.17,5.92,0,3.64,0,360,359,16,315,16,303,172,309.9,290.1,268.6,240.2,245,63.1,150.5
16.73,23.93,12.74,0,12.28,21.49,32.1,0,1.96,2.93,21.02,18.9,8.17,5.92,0,3.64,0,360,359,16,315,16,303,172,309.9,290.1,268.6,240.2,245,63.1,150.3
16.73,23.93,12.8,0,12.2,21.51,32.31,0,1.99,2.91,21.06,19,8.11,5.93,0,3.71,14.39,360,359,16,315,16,303,173,309.9,290.1,268.6,240.2,245,63.1,150.3
16.73,23.93,12.8,0,12.2,21.51,32.31,0,1.99,2.91,21.06,19,8.11,5.93,0,3.71,14.39,360,359,15,315,15,303,177,309.9,290.1,268.6,240.2,245,63.1,149.9
16.73,23.93,12.8,0,12.15,21.53,32.38,0,1.88,2.91,21.04,18.92,8.08,5.94,0,3.7,14.44,360,359,16,315,16,303,177,309.9,290.1,268.6,240.2,245,63.1,150.6
16.73,23.93,12.8,0,12.15,21.53,32.38,0,1.88,2.91,21.04,18.92,8.08,5.94,0,3.7,14.44,360,359,16,315,16,303,178,309.9,290.1,268.6,240.2,245,63.1,150.4
16.73,23.93,12.8,0,12.15,21.53,32.38,0,1.88,2.91,21.04,18.92,8.08,5.94,0,3.7,14.44,360,360,16,315,16,304,178,309.9,290.1,268.6,240.2,245,63.1,150.1
16.73,23.93,12.81,0,12.04,21.55,32.47,0,1.84,2.92,21.06,18.93,7.94,5.83,1.89,3.2,14.61,360,360,16,315,16,304,178,310,290.1,268.7,240.3,245,63.1,150.3
16.73,23.93,12.81,0,12.04,21.55,32.47,0,1.84,2.92,21.06,18.93,7.94,5.83,1.89,3.2,14.61,360,359,16,315,16,304,178,310,290.1,268.7,240.3,245,63.1,150.3
16.73,23.93,12.77,0,12.08,21.51,32.46,0,1.93,2.91,21.03,18.89,8.11,5.9,0,3.66,14.43,360,360,16,315,16,304,178,310,290.1,268.7,240.3,245,63.1,150.1
16.73,23.93,12.77,0,12.08,21.51,32.46,0,1.93,2.91,21.03,18.89,8.11,5.9,0,3.66,14.43,360,360,15,315,15,304,178,310,290.1,268.7,240.3,245,63.1,149.5
16.73,23.93,12.79,0,12.07,21.8,32.38,0,2.08,2.91,20.99,18.94,8.04,5.95,0,3.74,14.41,360,360,16,315,16,304,178,310,290.1,268.7,240.3,245,63.1,149.5
16.73,23.93,12.79,0,12.07,21.8,32.38,0,2.08,2.91,20.99,18.94,8.04,5.95,0,3.74,14.41,360,360,15,315,15,304,179,310,290.1,268.7,240.3,245,63.1,150
16.73,23.93,12.79,0,12.07,21.8,32.38,0,2.08,2.91,20.99,18.94,8.04,5.95,0,3.74,14.41,360,360,15,315,15,304,179,310,290.1,268.7,240.3,245,63.1,150.5
16.73,23.93,12.81,0,12.06,21.71,32.4,0,1.95,2.93,21.02,19.27,7.93,5.93,0,3.73,14.48,360,360,16,315,16,304,180,310.1,290,268.7,240.3,245,63.1,149.3
16.73,23.93,12.81,0,12.06,21.71,32.4,0,1.95,2.93,21.02,19.27,7.93,5.93,0,3.73,14.48,360,360,17,315,17,304,181,310.1,290,268.7,240.3,245,63.1,149.2
16.73,23.93,12.79,0,12.06,21.77,32.43,0,1.95,2.91,21.03,18.83,0,5.96,0,3.83,14.47,360,360,16,315,16,304,183,310.1,290,268.7,240.3,245,63.1,149.4
16.73,23.93,12.79,0,12.06,21.77,32.43,0,1.95,2.91,21.03,18.83,0,5.96,0,3.83,14.47,360,360,16,315,16,304,184,310.1,290,268.7,240.3,245,63.1,149.6
16.73,23.93,12.8,0,12.04,21.5,32.44,0,1.91,2.94,21.03,18.8,7.9,5.86,1.91,3.16,14.54,360,360,16,315,16,304,185,310.1,290,268.7,240.3,245,63.1,149.6
16.73,23.93,12.8,0,12.04,21.5,32.44,0,1.91,2.94,21.03,18.8,7.9,5.86,1.91,3.16,14.54,360,360,17,315,17,304,185,310.1,290,268.7,240.3,245,63.1,149.8
16.73,23.93,12.8,0,12.04,21.5,32.44,0,1.91,2.94,21.03,18.8,7.9,5.86,1.91,3.16,14.54,360,360,17,315,17,304,187,310.1,290,268.7,240.3,245,63.1,149.7
16.73,23.93,12.77,0,12.07,21.48,32.54,0,1.93,2.89,21,18.87,8.02,5.92,0,3.68,14.44,360,360,16,315,16,304,188,310.1,290,268.7,240.3,245,63.1,149.7
16.73,23.93,12.77,0,12.07,21.48,32.54,0,1.93,2.89,21,18.87,8.02,5.92,0,3.68,14.44,360,360,16,315,16,304,188,310.1,290,268.7,240.3,245,63,149.8
16.73,23.93,12.77,0,12.06,21.5,32.37,0,1.85,2.89,20.99,18.99,7.99,5.95,0,3.7,14.56,360,360,17,315,17,304,189,310.1,290,268.7,240.3,245,63,149.2
16.73,23.93,12.77,0,12.06,21.5,32.37,0,1.85,2.89,20.99,18.99,7.99,5.95,0,3.7,14.56,360,360,16,315,16,304,190,310.1,290,268.8,240.3,245,63,149
16.73,23.93,12.77,0,12.13,21.6,32.32,0,1.88,2.91,21.02,19.25,0,5.93,0,3.83,14.51,360,360,16,315,16,304,190,310.1,290,268.8,240.3,245,63,149
16.73,23.93,12.77,0,12.13,21.6,32.32,0,1.88,2.91,21.02,19.25,0,5.93,0,3.83,14.51,360,360,16,315,16,304,191,310,290,268.8,240.3,245,63,148.9
16.73,23.93,12.77,0,12.13,21.6,32.32,0,1.88,2.91,21.02,19.25,0,5.93,0,3.83,14.51,360,360,16,315,16,304,190,310,290,268.8,240.3,245,63,149
16.73,23.93,12.8,0,12.03,21.53,32.44,0,1.92,2.91,20.99,18.83,0,5.92,0,3.79,14.53,361,360,16,315,16,304,191,310,290,268.8,240.3,245,63,145.7
16.73,23.93,12.8,0,12.03,21.53,32.44,0,1.92,2.91,20.99,18.83,0,5.92,0,3.79,14.53,360,360,16,315,16,305,191,310,290,268.8,240.3,245,63,149.7
16.73,23.93,12.77,0,12.07,21.49,32.3,0,1.96,2.92,21.01,18.84,7.88,5.95,0,3.73,14.47,360,360,15,315,15,305,192,310,290,268.8,240.3,245,63,151.8
16.73,23.93,12.77,0,12.07,21.49,32.3,0,1.96,2.92,21.01,18.84,7.88,5.95,0,3.73,14.47,360,361,16,315,16,305,191,310,290,268.8,240.3,245,63,150.6
16.73,23.93,12.74,0,12.04,21.5,32.38,0,1.88,2.93,21.01,19.23,0,5.93,0,3.66,14.51,360,360,16,315,16,305,192,310,290,268.8,240.3,245,63,150.6
16.73,23.93,12.74,0,12.04,21.5,32.38,0,1.88,2.93,21.01,19.23,0,5.93,0,3.66,14.51,360,360,16,315,16,304,193,310,290,268.8,240.3,245,63,150
16.73,23.93,12.74,0,12.04,21.5,32.38,0,1.88,2.93,21.01,19.23,0,5.93,0,3.66,14.51,360,361,16,315,16,304,194,310,290,268.8,240.3,245,63,150.1
16.73,23.93,12.78,0,12.04,21.51,32.39,0,1.98,2.88,20.97,18.8,8.07,5.96,0,3.7,14.47,360,360,17,315,17,304,194,310,290,268.8,240.3,245,63,150
16.73,23.93,12.78,0,12.04,21.51,32.39,0,1.98,2.88,20.97,18.8,8.07,5.96,0,3.7,14.47,360,361,16,315,16,304,194,310,290,268.8,240.3,245,63,150.1
16.73,23.93,12.75,0,12.02,21.5,32.41,0,1.89,2.9,20.97,19.13,0,5.94,0,3.77,14.52,360,361,16,315,16,304,196,310,290,268.8,240.3,245,63,149.8
16.73,23.93,12.75,0,12.02,21.5,32.41,0,1.89,2.9,20.97,19.13,0,5.94,0,3.77,14.52,360,361,17,315,17,304,197,310,290,268.8,240.4,245,63,150.2
16.73,23.93,12.75,0,12.02,21.5,32.41,0,1.89,2.9,20.97,19.13,0,5.94,0,3.77,14.52,360,360,16,315,16,304,199,310,290,268.8,240.4,245,63,149.9
16.73,23.93,12.77,0,11.99,21.61,32.37,0,1.95,2.89,21.03,18.85,0,5.93,0,3.76,14.54,360,360,16,315,16,304,200,310,290,268.9,240.4,245,63,150.2
16.73,23.93,12.77,0,11.99,21.61,32.37,0,1.95,2.89,21.03,18.85,0,5.93,0,3.76,14.54,360,360,16,315,16,304,200,310,290,268.9,240.4,245,63,149.3
16.73,23.93,12.77,0,12.03,21.63,32.36,0,1.98,2.94,21,18.81,7.98,5.86,0,3.22,14.46,360,360,16,315,16,304,201,310,290,268.9,240.4,245,63,149.5
16.73,23.93,12.77,0,12.03,21.63,32.36,0,1.98,2.94,21,18.81,7.98,5.86,0,3.22,14.46,360,360,17,315,17,304,200,310,290,268.9,240.4,245,63,149.6
16.73,23.93,12.78,0,12.08,21.6,32.23,0,1.95,2.9,21.02,18.8,8.11,6.96,0,3.77,14.51,360,360,16,315,16,304,200,310,290,268.9,240.4,245,63,149.4
16.73,23.93,12.78,0,12.08,21.6,32.23,0,1.95,2.9,21.02,18.8,8.11,6.96,0,3.77,14.51,360,360,16,315,16,304,200,310,290,268.9,240.4,245,63,150
16.73,23.93,12.78,0,12.08,21.6,32.23,0,1.95,2.9,21.02,18.8,8.11,6.96,0,3.77,14.51,360,360,17,315,17,304,200,310,290,268.9,240.4,245.1,63,149.9
16.73,23.93,12.78,0,12.09,21.49,32.24,0,1.98,2.93,21.03,19.3,8.16,5.93,0,3.66,14.5,360,360,15,315,15,304,200,310.1,290,268.9,240.4,245.1,63,150.1
